date,b_u_y,n_a_m_e___D_e_a_l_e_r___H_e_d_g_i_n_g,n_a_m_e___D_e_a_l_e_r___s_e_l_f,n_a_m_e___F_o_r_e_i_g_n___D_e_a_l_e_r___S_e_l_f,n_a_m_e___F_o_r_e_i_g_n___I_n_v_e_s_t_o_r,n_a_m_e___I_n_v_e_s_t_m_e_n_t___T_r_u_s_t,s_e_l_l,RecentlyDeclareDate,Trading_Volume_shifted,Trading_money_shifted,open_shifted,max_shifted,min_shifted,close_shifted,spread_shifted,Trading_turnover_shifted,MACD_shifted,Signal Line_shifted,MACD Histogram_shifted,ADX_shifted,+DI_shifted,-DI_shifted,%K_shifted,%D_shifted,RSI_shifted,Bias_shifted,MarginPurchaseBuy_shifted,MarginPurchaseCashRepayment_shifted,MarginPurchaseLimit_shifted,MarginPurchaseSell_shifted,MarginPurchaseTodayBalance_shifted,MarginPurchaseYesterdayBalance_shifted,OffsetLoanAndShort_shifted,ShortSaleBuy_shifted,ShortSaleCashRepayment_shifted,ShortSaleLimit_shifted,ShortSaleSell_shifted,ShortSaleTodayBalance_shifted,ShortSaleYesterdayBalance_shifted,ForeignInvestmentRemainingShares_shifted,ForeignInvestmentShares_shifted,ForeignInvestmentRemainRatio_shifted,ForeignInvestmentSharesRatio_shifted,NumberOfSharesIssued_shifted,people_0_shifted,people_500_shifted,people_2500_shifted,people_7500_shifted,people_12500_shifted,people_17500_shifted,people_25000_shifted,people_35000_shifted,people_45000_shifted,people_75000_shifted,people_150000_shifted,people_300000_shifted,people_500000_shifted,people_700000_shifted,people_900000_shifted,percent_0_shifted,percent_500_shifted,percent_2500_shifted,percent_7500_shifted,percent_12500_shifted,percent_17500_shifted,percent_25000_shifted,percent_35000_shifted,percent_45000_shifted,percent_75000_shifted,percent_150000_shifted,percent_300000_shifted,percent_500000_shifted,percent_700000_shifted,percent_900000_shifted,unit_0_shifted,unit_500_shifted,unit_2500_shifted,unit_7500_shifted,unit_12500_shifted,unit_17500_shifted,unit_25000_shifted,unit_35000_shifted,unit_45000_shifted,unit_75000_shifted,unit_150000_shifted,unit_300000_shifted,unit_500000_shifted,unit_700000_shifted,unit_900000_shifted,Returns
2020-06-12,26105294,0.0,0.0,0.0,1.0,0.0,21222567,2020-05-25,44077262.0,13655618646.0,308.5,312.0,308.0,311.5,5.5,24096.0,2.643909479379431,1.16847018170764,1.4754392976717912,9.89561005715699,43.37396694003189,22.5894866786753,99.29078014184392,91.98581560283687,65.90467501444239,5.067880934311486,797.0,25.0,6482595.0,1841.0,21677.0,22746.0,4.0,234.0,1.0,6482595.0,136.0,1416.0,1515.0,6293291034.0,19637089424.0,24.26,75.73,25930380458.0,487583.0,173047.0,249747.0,31245.0,10847.0,5295.0,5303.0,2502.0,1545.0,2961.0,1640.0,1081.0,460.0,265.0,198.0,100.0,0.13,1.83,0.88,0.51,0.36,0.5,0.33,0.26,0.8,0.87,1.15,0.87,0.7,0.68,25930380458.0,34360669.0,476220520.0,229255569.0,133754144.0,94007032.0,130202550.0,87078618.0,69813374.0,207554392.0,228007957.0,299480645.0,226282461.0,181716908.0,177501820.0,0.06464553595922617
2020-06-24,35970485,0.0,0.0,0.0,1.0,0.0,11922760,2020-05-25,46970918.0,14811252573.0,313.0,317.5,312.5,316.0,-4.5,25263.0,6.610957059265388,4.357394837574372,2.2535622216910163,19.265816117645958,42.127882037338715,22.436049576502,83.05393375815906,91.17214351571312,63.40140720631269,4.609782338823144,1313.0,62.0,6482595.0,1148.0,18474.0,18371.0,0.0,631.0,118.0,6482595.0,0.0,62.0,811.0,6271052343.0,19659328115.0,24.18,75.81,25930380458.0,474220.0,174132.0,236743.0,30321.0,10629.0,5186.0,5172.0,2471.0,1534.0,2946.0,1632.0,1082.0,452.0,268.0,199.0,100.0,0.13,1.74,0.85,0.5,0.35,0.48,0.33,0.26,0.79,0.87,1.16,0.85,0.7,0.68,25930380458.0,34452199.0,451930888.0,221949222.0,130925778.0,92025094.0,126938833.0,85926128.0,69231515.0,206159624.0,226552106.0,301307820.0,222777359.0,183742438.0,177977223.0,0.014342875359404282
2020-07-03,34584608,0.0,0.0,0.0,1.0,0.0,9887859,2020-05-25,55464024.0,17641164202.0,319.0,320.0,316.0,317.5,2.5,27086.0,4.805817650974859,5.050342770471838,-0.24452511949697886,19.510625218771906,32.486355892411794,18.828462727820327,48.70064967516237,52.502351777088485,61.45112141023596,2.3285794859398994,1663.0,47.0,6482595.0,1561.0,21324.0,21269.0,9.0,129.0,0.0,6482595.0,58.0,400.0,471.0,6209607557.0,19720772901.0,23.94,76.05,25930380458.0,485115.0,174644.0,245637.0,31216.0,10827.0,5334.0,5305.0,2498.0,1573.0,2976.0,1636.0,1085.0,459.0,265.0,202.0,100.0,0.13,1.8,0.88,0.51,0.36,0.5,0.33,0.27,0.8,0.87,1.16,0.86,0.7,0.69,25930380458.0,34516432.0,468602576.0,228872640.0,133499281.0,94699460.0,130309538.0,86864368.0,71079675.0,208721294.0,226732924.0,300994260.0,225302063.0,182106929.0,181109181.0,0.00473560474583425
2020-07-10,40571832,0.0,0.0,0.0,1.0,0.0,16610183,2020-05-25,55656987.0,18280314743.0,327.0,330.5,326.5,329.5,7.5,30235.0,5.193160514090891,4.6706576486399785,0.522502865450913,19.928668648580803,42.499134083878104,18.509937590740876,72.35872235872229,50.54600054600052,69.06100111956499,4.263903172217395,1009.0,26.0,6482595.0,2462.0,20554.0,22033.0,2.0,21.0,1.0,6482595.0,309.0,808.0,521.0,6166752748.0,19763627710.0,23.78,76.21,25930380458.0,0.0,175558.0,245110.0,31190.0,10832.0,5389.0,5290.0,2510.0,1573.0,3016.0,1641.0,1088.0,475.0,250.0,204.0,-0.0,0.13,1.8,0.88,0.51,0.36,0.5,0.33,0.27,0.81,0.87,1.16,0.9,0.66,0.7,-2000.0,34615006.0,467132689.0,228684442.0,133484195.0,95714413.0,130063976.0,87316272.0,71073639.0,211149029.0,227694898.0,301629242.0,233542410.0,172766824.0,182823439.0,0.03709853560981568
2020-07-17,33502406,0.0,0.0,0.0,1.0,0.0,23679994,2020-05-25,60902108.0,21298923681.0,352.5,353.0,345.5,348.5,3.5,32227.0,10.054318294849566,7.355584190814826,2.69873410403474,31.244938701651584,53.56853049212463,12.17901053917704,90.08019647554524,88.3767488418651,78.91751700442042,7.98667596250677,1282.0,165.0,6482595.0,2438.0,18989.0,20310.0,24.0,41.0,1.0,6482595.0,237.0,1452.0,1257.0,6107495692.0,19822884766.0,23.55,76.44,25930380458.0,465086.0,177121.0,225577.0,29539.0,10434.0,5187.0,5153.0,2458.0,1534.0,2985.0,1614.0,1094.0,470.0,260.0,202.0,100.0,0.13,1.66,0.83,0.49,0.35,0.48,0.32,0.26,0.8,0.86,1.16,0.88,0.69,0.7,25930380458.0,34788327.0,430828119.0,216202284.0,128419880.0,91924474.0,126670137.0,85482248.0,69268393.0,209395062.0,223514625.0,303220453.0,229685671.0,179379509.0,181542842.0,0.056061876258016605
2020-07-24,53589215,0.0,0.0,0.0,1.0,0.0,40210719,2020-05-25,66403485.0,24244495853.0,361.0,369.0,360.0,367.0,9.5,36729.0,14.29632252303918,11.358166431991531,2.9381560910476487,41.08293755181176,53.96744736870423,14.312769537818054,87.4717514124293,90.71074841319658,79.06662000956499,9.814482345900661,2539.0,60.0,6482595.0,5078.0,19043.0,21642.0,34.0,123.0,10.0,6482595.0,517.0,1931.0,1547.0,6094516304.0,19835864154.0,23.5,76.49,25930380458.0,462353.0,178122.0,222501.0,29067.0,10336.0,5114.0,5146.0,2445.0,1547.0,2948.0,1637.0,1090.0,465.0,273.0,209.0,100.0,0.13,1.63,0.81,0.49,0.34,0.48,0.32,0.26,0.79,0.87,1.16,0.87,0.72,0.72,25930380458.0,34761850.0,424501369.0,212581533.0,127241014.0,90638997.0,126396463.0,85046812.0,69912392.0,206843264.0,226524136.0,302131861.0,227660801.0,187886557.0,188081663.0,0.051723617853991606
2020-07-31,19412901,0.0,0.0,0.0,1.0,0.0,35082336,2020-05-25,90988734.0,35368857726.0,390.0,395.0,382.0,386.0,4.5,45099.0,17.947720941511875,15.130324375478141,2.817396566033734,49.324483934953186,55.04306956918328,8.450126509553112,89.79638280033528,92.30385922085522,81.46567403562278,10.112680074169159,2609.0,17.0,6482595.0,2656.0,18867.0,18931.0,265.0,267.0,1.0,6482595.0,326.0,2745.0,2687.0,6084408398.0,19845972060.0,23.46,76.53,25930380458.0,0.0,178332.0,221223.0,28876.0,10280.0,5030.0,5107.0,2425.0,1533.0,2954.0,1631.0,1089.0,458.0,276.0,201.0,-0.0,0.13,1.62,0.81,0.48,0.34,0.48,0.32,0.26,0.8,0.87,1.16,0.86,0.73,0.69,-862.0,34736296.0,420416221.0,211193792.0,126593976.0,89127984.0,125530249.0,84332496.0,69211540.0,207543885.0,226066366.0,302017573.0,224807248.0,189789992.0,180194682.0,0.05047552141026058
2020-08-07,23419913,0.0,0.0,0.0,1.0,0.0,20482568,2020-05-25,50484674.0,21567922126.0,426.0,432.0,425.5,425.5,-8.5,27653.0,27.26635553334694,22.222074636017943,5.044280897328996,58.19418896017608,59.686814252680065,9.649306177694639,66.30757109194974,71.81551190436515,75.12670269836187,12.595924847843351,2764.0,12.0,6482595.0,818.0,26221.0,24287.0,13.0,408.0,1.0,6482595.0,63.0,3448.0,3794.0,6091137577.0,19839242881.0,23.49,76.5,25930380458.0,464462.0,179745.0,223602.0,28654.0,10223.0,5051.0,5080.0,2455.0,1542.0,2971.0,1652.0,1081.0,464.0,277.0,205.0,100.0,0.13,1.63,0.8,0.48,0.34,0.48,0.32,0.26,0.8,0.88,1.15,0.87,0.73,0.7,25930380458.0,34575997.0,423582239.0,209625092.0,125873178.0,89443052.0,124847801.0,85384775.0,69619025.0,208523882.0,229664271.0,300025437.0,227638266.0,190357916.0,183743459.0,0.09742757854859789
2020-08-14,12669185,0.0,0.0,0.0,1.0,0.0,16355630,2020-05-25,37611388.0,16218241255.0,433.5,434.0,428.0,433.0,-2.0,19739.0,25.535895606608392,24.70490900773224,0.8309865988761516,58.6841991172072,53.391315575134655,14.073498588834992,66.41237098705587,64.58549767147741,72.424313751779,8.446559388892373,822.0,38.0,6482595.0,1318.0,23848.0,24382.0,17.0,44.0,0.0,6482595.0,78.0,2984.0,2950.0,6082490561.0,19847889897.0,23.45,76.54,25930380458.0,473963.0,181819.0,230016.0,29305.0,10367.0,5136.0,5141.0,2474.0,1592.0,2964.0,1656.0,1091.0,464.0,280.0,195.0,100.0,0.13,1.67,0.82,0.49,0.35,0.48,0.33,0.27,0.8,0.88,1.16,0.88,0.74,0.67,25930380458.0,34565135.0,435462202.0,214400807.0,127644040.0,90968607.0,126234347.0,86041816.0,71908925.0,207859714.0,229569633.0,303169777.0,228244155.0,192877002.0,174269615.0,0.017472779989061108
2020-08-21,25735395,0.0,0.0,0.0,1.0,0.0,16417988,2020-05-25,24259947.0,10332447763.0,424.0,428.0,423.0,427.0,-2.0,12642.0,19.819289857019612,22.743267439964548,-2.9239775829449357,56.08650621135634,45.44036012334511,17.427343166858115,31.42413971390813,43.09866583503623,63.86369163600265,2.650399663441307,928.0,54.0,6482595.0,353.0,22860.0,22339.0,5.0,101.0,0.0,6482595.0,45.0,2883.0,2939.0,6086390627.0,19843989831.0,23.47,76.52,25930380458.0,477460.0,183095.0,231997.0,29465.0,10415.0,5137.0,5192.0,2470.0,1578.0,2960.0,1641.0,1108.0,464.0,278.0,196.0,100.0,0.13,1.69,0.83,0.49,0.35,0.49,0.33,0.27,0.79,0.87,1.18,0.88,0.73,0.67,25930380458.0,34687400.0,439588134.0,215533506.0,128209913.0,90957401.0,127541768.0,85993519.0,71259763.0,207405112.0,226926290.0,307185888.0,228669634.0,190980335.0,174921188.0,-0.01395371477386532
2020-08-28,15480183,0.0,0.0,0.0,1.0,0.0,30671615,2020-05-25,41956467.0,17770610338.0,421.5,427.0,420.0,424.5,9.5,23059.0,13.963924230555392,18.348871678040606,-4.384947447485214,48.308883196985825,34.953645208493725,28.837112608365217,47.985438901298856,54.75813174994111,58.04315710291578,-0.7481879822305327,1353.0,121.0,6482595.0,1338.0,22205.0,22311.0,18.0,73.0,4.0,6482595.0,161.0,2753.0,2669.0,6052271124.0,19878109334.0,23.34,76.65,25930380458.0,0.0,185545.0,233299.0,29718.0,10467.0,5148.0,5213.0,2473.0,1588.0,2980.0,1635.0,1116.0,460.0,273.0,208.0,-0.0,0.13,1.7,0.83,0.49,0.35,0.49,0.33,0.27,0.8,0.87,1.19,0.87,0.72,0.71,-30000.0,34842890.0,443069410.0,217221644.0,128797484.0,91134812.0,128010185.0,86135857.0,71674287.0,208966016.0,226285870.0,309832570.0,226377511.0,187867195.0,185757580.0,-0.005872007477222553
2020-09-04,18625528,0.0,0.0,0.0,1.0,0.0,36950241,2020-05-25,57039210.0,24868453700.0,440.0,440.5,431.0,435.0,-9.0,35253.0,12.77291533142818,14.828720050083431,-2.055804718655251,39.79606908868125,39.63571372341798,29.040996366273074,82.22222222222216,85.17179023508136,59.67015601071225,1.203978363287387,2907.0,4.0,6482595.0,1744.0,24453.0,23294.0,12.0,300.0,0.0,6482595.0,277.0,3167.0,3190.0,6072363459.0,19858016999.0,23.41,76.58,25930380458.0,0.0,187484.0,227115.0,29298.0,10348.0,5127.0,5166.0,2474.0,1593.0,3002.0,1641.0,1122.0,468.0,267.0,204.0,-0.0,0.13,1.66,0.82,0.49,0.35,0.48,0.33,0.27,0.81,0.87,1.19,0.88,0.7,0.7,-100000.0,35003783.0,430959624.0,214366795.0,127284670.0,90826817.0,126959775.0,86209973.0,71966732.0,210408422.0,226732258.0,310467837.0,229641833.0,183863922.0,181809548.0,0.02443402533728204
2020-09-11,22663366,0.0,0.0,0.0,1.0,0.0,18473661,2020-05-25,51349911.0,22051596821.0,427.0,432.5,427.0,429.0,-7.0,27893.0,8.761038794358058,11.524269397433201,-2.7632306030751437,31.211834721402624,32.24536403090079,27.730449596151896,60.317460317460224,60.8465608465608,54.003122435921924,-0.4351610095735422,2027.0,13.0,6482595.0,664.0,25706.0,24356.0,18.0,199.0,0.0,6482595.0,45.0,2206.0,2360.0,6084748008.0,19845632450.0,23.46,76.53,25930380458.0,486398.0,189308.0,234012.0,29821.0,10530.0,5176.0,5228.0,2500.0,1583.0,3049.0,1651.0,1117.0,468.0,268.0,202.0,100.0,0.13,1.71,0.84,0.5,0.35,0.49,0.33,0.27,0.82,0.88,1.19,0.88,0.71,0.69,25930380458.0,35165846.0,443521104.0,218096888.0,129673122.0,91603958.0,128510564.0,86992527.0,71425291.0,213189054.0,228394658.0,310136393.0,230180087.0,184554923.0,180131530.0,-0.01388911216066715
2020-09-18,30306674,0.0,0.0,0.0,1.0,0.0,40191202,2020-05-25,34893469.0,15171902036.0,435.5,436.5,432.5,436.5,1.5,14647.0,6.108184512770606,8.12591248439286,-2.0177279716222536,23.447096868802454,31.397007220730757,25.587063311944856,34.83402658836955,38.61579430456353,57.56700950513576,1.117739039786874,791.0,19.0,6482595.0,1155.0,24409.0,24792.0,0.0,793.0,302.0,6482595.0,0.0,17.0,1112.0,6096069784.0,19834310674.0,23.5,76.49,25930380458.0,495337.0,191333.0,240154.0,30277.0,10688.0,5247.0,5264.0,2501.0,1609.0,3070.0,1652.0,1127.0,459.0,269.0,203.0,100.0,0.13,1.75,0.85,0.5,0.35,0.49,0.33,0.27,0.82,0.88,1.2,0.86,0.71,0.69,25930380458.0,35383465.0,454244634.0,221406945.0,131717730.0,92934231.0,129430745.0,87027960.0,72579441.0,215087122.0,228883212.0,312991903.0,225151303.0,184686803.0,180910760.0,0.01733145635163994
2020-09-30,18642103,0.0,0.0,0.0,1.0,0.0,15426768,2020-05-25,52999922.0,23598268654.0,447.0,449.5,443.0,444.0,-4.5,20849.0,8.02574125928362,7.868288326482932,0.1574529328006884,23.27153402718502,37.116740103763746,26.29049834703614,69.65811965811959,73.01387137452707,57.41308087694234,1.6599885518030912,1982.0,41.0,6482595.0,749.0,24598.0,23406.0,38.0,102.0,0.0,6482595.0,129.0,497.0,470.0,6102220088.0,19828160370.0,23.53,76.46,25930380458.0,486564.0,193276.0,230354.0,29695.0,10481.0,5212.0,5203.0,2494.0,1595.0,3078.0,1646.0,1122.0,462.0,261.0,202.0,100.0,0.13,1.68,0.83,0.49,0.35,0.49,0.33,0.27,0.83,0.87,1.2,0.87,0.69,0.69,25930380458.0,35540988.0,437454958.0,217140900.0,129099484.0,92329887.0,127765841.0,86775886.0,71963867.0,215754948.0,227807862.0,312309050.0,227525437.0,179797404.0,180073024.0,0.0170361871525678
2020-10-08,40444283,0.0,0.0,0.0,1.0,0.0,11507227,2020-05-25,28859204.0,12496613056.0,430.5,435.0,430.5,433.0,2.0,14203.0,1.5171273158553618,3.753635135435572,-2.2365078195802104,15.653991520078803,28.441061301202087,29.418698195971643,26.422764227642194,18.834688346883414,50.96635086773491,-0.5740528128587831,661.0,19.0,6482595.0,1061.0,29040.0,29459.0,2.0,37.0,50.0,6482595.0,50.0,1203.0,1240.0,6159209420.0,19771171038.0,23.75,76.24,25930380458.0,520207.0,195046.0,258543.0,31998.0,11187.0,5443.0,5444.0,2565.0,1646.0,3104.0,1688.0,1130.0,457.0,266.0,201.0,100.0,0.13,1.88,0.9,0.53,0.37,0.51,0.34,0.28,0.83,0.89,1.21,0.86,0.7,0.69,25930380458.0,35659430.0,489283790.0,234486000.0,138051947.0,96465302.0,133685195.0,89323060.0,74407543.0,216992276.0,233308623.0,314214075.0,224721636.0,183360170.0,179626963.0,-0.025086834429734875
2020-10-16,24498896,0.0,0.0,0.0,1.0,0.0,26384498,2020-05-25,60853811.0,27461867933.0,450.0,454.0,448.5,453.0,10.0,37378.0,3.4839565268114256,2.9510570197523993,0.5328995070590263,14.962456257051473,35.068002206010576,21.26914696537808,64.29937828790044,46.90738083851422,63.56692578307541,3.471904979442665,2302.0,34.0,6482595.0,3167.0,27782.0,28681.0,20.0,23.0,0.0,6482595.0,250.0,1539.0,1312.0,6103267071.0,19827113387.0,23.53,76.46,25930380458.0,513125.0,196615.0,250688.0,31462.0,11033.0,5384.0,5428.0,2561.0,1618.0,3102.0,1682.0,1137.0,459.0,267.0,194.0,100.0,0.13,1.83,0.88,0.52,0.36,0.51,0.34,0.28,0.83,0.89,1.21,0.87,0.71,0.66,25930380458.0,35895401.0,474594424.0,230392262.0,136030271.0,95485102.0,133316613.0,89117168.0,73011650.0,217091028.0,232770351.0,316006949.0,225836319.0,184316421.0,173347974.0,0.04515439748054419
2020-10-23,10115272,0.0,0.0,0.0,1.0,0.0,12059048,2020-05-25,48274801.0,21775749575.0,451.0,456.0,448.5,449.0,-4.0,26602.0,6.429855910981132,5.271218815969714,1.158637095011418,19.10648299753384,32.12929411415656,21.983172674444997,74.24242424242415,83.29637841832958,56.03121344939712,1.4173584053306176,1080.0,14.0,6482595.0,2513.0,24748.0,26195.0,11.0,389.0,0.0,6482595.0,112.0,2505.0,2782.0,6091684230.0,19838696228.0,23.49,76.5,25930380458.0,496518.0,197546.0,234764.0,30304.0,10808.0,5240.0,5382.0,2518.0,1625.0,3097.0,1679.0,1132.0,464.0,267.0,198.0,100.0,0.13,1.72,0.85,0.51,0.35,0.51,0.33,0.28,0.83,0.89,1.21,0.87,0.7,0.68,25930380458.0,35993179.0,446231043.0,221789087.0,133159540.0,92881307.0,132255933.0,87607960.0,73282811.0,216766592.0,232257481.0,313921746.0,227939215.0,184037948.0,177116765.0,-0.008869237740779773
2020-10-30,19943461,0.0,0.0,0.0,1.0,0.0,39095735,2020-05-25,18777385.0,8516604326.0,458.0,458.0,451.5,452.0,-3.0,9909.0,5.795126387320352,5.705791198365433,0.08933518895491854,19.236286285926187,29.05727046206018,18.78102738724056,68.5540613076844,68.81954418186298,57.02828152288832,1.8591549295774648,673.0,63.0,6482595.0,206.0,24138.0,23734.0,2.0,74.0,0.0,6482595.0,46.0,2317.0,2345.0,6073059709.0,19857320749.0,23.42,76.57,25930380458.0,499397.0,199577.0,235696.0,30291.0,10770.0,5238.0,5368.0,2535.0,1622.0,3076.0,1665.0,1138.0,458.0,275.0,200.0,100.0,0.13,1.72,0.85,0.51,0.35,0.5,0.34,0.28,0.83,0.88,1.21,0.86,0.73,0.68,25930380458.0,36150917.0,447119021.0,221613265.0,132649139.0,92870057.0,131907405.0,88228401.0,73135896.0,215276955.0,229326432.0,316137198.0,224879030.0,189324537.0,178625518.0,0.006659292089976997
2020-11-06,25339558,0.0,0.0,0.0,1.0,0.0,9831805,2020-05-25,49770771.0,21614729093.0,437.0,437.0,432.0,432.0,-5.0,46871.0,1.2262684049484847,3.9447012162023514,-2.7184328112538667,16.86147006721559,22.14258080558031,31.748457412476995,11.694915254237202,26.154819124715363,39.763573993824885,-3.31244404655327,1100.0,20.0,6482595.0,795.0,27436.0,27151.0,9.0,88.0,0.0,6482595.0,151.0,2275.0,2212.0,6134829089.0,19795551369.0,23.65,76.34,25930380458.0,539323.0,225515.0,248165.0,31173.0,11045.0,5403.0,5464.0,2573.0,1638.0,3105.0,1680.0,1143.0,451.0,280.0,200.0,100.0,0.14,1.81,0.87,0.52,0.36,0.51,0.34,0.28,0.83,0.89,1.22,0.85,0.74,0.69,25930380458.0,37992138.0,470015181.0,228043861.0,136048175.0,95731478.0,134321393.0,89543513.0,73855824.0,216878890.0,231323634.0,318276260.0,220714359.0,192730571.0,178996834.0,-0.04525659158812083
2020-11-13,18406073,0.0,0.0,0.0,1.0,0.0,13192792,2020-05-25,32644190.0,14788989058.0,455.0,455.5,450.0,452.5,1.5,20999.0,1.7227088030832078,1.9769856427310142,-0.25427683964780634,15.22690272261879,32.419952974197045,24.68102231121712,77.22222222222216,61.56201656201654,57.564060510393965,0.701012573717587,579.0,28.0,6482595.0,1516.0,25086.0,26051.0,1.0,49.0,55.0,6482595.0,101.0,1904.0,1907.0,6092230967.0,19838149491.0,23.49,76.5,25930380458.0,549055.0,235582.0,247742.0,31231.0,11057.0,5386.0,5477.0,2570.0,1668.0,3110.0,1670.0,1133.0,461.0,275.0,202.0,100.0,0.15,1.81,0.88,0.52,0.36,0.51,0.34,0.29,0.83,0.88,1.21,0.86,0.72,0.69,25930380458.0,39119498.0,469903860.0,228434546.0,136216775.0,95419552.0,134666702.0,89390993.0,75319896.0,217414538.0,230095850.0,315014959.0,225022696.0,189033165.0,180683916.0,0.046362174895870516
2020-11-20,16977693,0.0,0.0,0.0,1.0,0.0,27312572,2020-05-25,31483881.0,14478873331.0,459.0,462.0,456.5,462.0,4.0,21663.0,4.11302502394534,2.9040906429018407,1.2089343810434996,15.860683464996871,33.420195614370755,22.12049023845975,90.3022300469483,86.19180359937401,62.047654919715036,2.8208980136872,882.0,42.0,6482595.0,963.0,23792.0,23915.0,3.0,42.0,1.0,6482595.0,95.0,2013.0,1961.0,6064971881.0,19865408577.0,23.38,76.61,25930380458.0,0.0,239303.0,237204.0,30616.0,10843.0,5337.0,5381.0,2563.0,1631.0,3101.0,1680.0,1134.0,458.0,279.0,197.0,-0.0,0.15,1.73,0.86,0.51,0.36,0.5,0.34,0.28,0.83,0.89,1.21,0.86,0.74,0.68,-1000.0,39384554.0,450803886.0,223830990.0,133551200.0,94603264.0,132217270.0,89146676.0,73579660.0,217116672.0,232185905.0,316132414.0,223711103.0,192259843.0,176432724.0,0.020777127941757963
2020-11-27,19782530,0.0,0.0,0.0,1.0,0.0,25696536,2020-05-25,35242579.0,17191897556.0,486.0,490.0,486.0,488.0,-2.0,30557.0,11.846411101049682,7.784775009878394,4.061636091171288,27.597921477563524,46.7265979253825,15.40069745006393,80.49270990447454,82.71548086748501,68.66175465528458,6.422418493075997,1439.0,28.0,6482595.0,707.0,25516.0,24812.0,6.0,121.0,0.0,6482595.0,67.0,2609.0,2663.0,6057329283.0,19873051175.0,23.35,76.64,25930380458.0,0.0,251194.0,231499.0,30056.0,10674.0,5264.0,5305.0,2559.0,1615.0,3099.0,1672.0,1136.0,461.0,282.0,199.0,-0.0,0.15,1.69,0.84,0.5,0.35,0.5,0.34,0.28,0.83,0.89,1.22,0.86,0.75,0.68,-600.0,40397350.0,438930600.0,219698343.0,131464500.0,93336193.0,130391500.0,88926961.0,72825954.0,216920415.0,231009195.0,316854313.0,225209038.0,194520680.0,178408255.0,0.05475051477140831
2020-12-04,32960515,0.0,0.0,0.0,1.0,0.0,14229016,2020-05-25,35196829.0,17205872680.0,487.5,492.0,486.5,489.0,0.0,21314.0,12.097193103136135,10.974065272470812,1.1231278306653234,34.41054742757438,40.01657641825182,15.586122224956029,69.2753623188405,72.31261735873063,64.55196687863847,3.882309203887615,873.0,21.0,6482595.0,695.0,26160.0,26003.0,0.0,130.0,59.0,6482595.0,46.0,1986.0,2129.0,6090799286.0,19839581172.0,23.48,76.51,25930380458.0,567805.0,262138.0,240705.0,30827.0,10845.0,5318.0,5387.0,2580.0,1640.0,3114.0,1667.0,1135.0,460.0,287.0,195.0,100.0,0.16,1.75,0.87,0.51,0.36,0.51,0.34,0.28,0.83,0.88,1.21,0.86,0.76,0.67,25930380458.0,41527297.0,454656231.0,225595426.0,133600651.0,94338804.0,132424592.0,89764989.0,74018449.0,217786906.0,230211230.0,315842225.0,224439413.0,197776753.0,174458979.0,0.002047083621724823
2020-12-11,23322820,0.0,0.0,0.0,1.0,0.0,24984778,2020-05-25,54471042.0,27307472890.0,498.5,505.0,497.5,503.0,6.0,35708.0,11.641679058013949,11.167473966497829,0.47420509151612045,35.79332182748663,39.101731474110416,14.37497512779498,83.25651855063613,76.4631235901483,67.50364274064636,4.205510669152686,1900.0,39.0,6482595.0,2092.0,25776.0,26007.0,5.0,167.0,162.0,6482595.0,58.0,1591.0,1862.0,6104156854.0,19826223604.0,23.54,76.45,25930380458.0,578777.0,268714.0,244493.0,31168.0,10986.0,5337.0,5446.0,2588.0,1630.0,3125.0,1694.0,1132.0,462.0,295.0,187.0,100.0,0.16,1.78,0.88,0.52,0.36,0.51,0.34,0.28,0.84,0.9,1.21,0.86,0.78,0.64,25930380458.0,42286236.0,461714504.0,228199990.0,135371598.0,94699690.0,134041177.0,90111124.0,73631401.0,218255000.0,234283449.0,315258115.0,225003855.0,202966948.0,166292053.0,0.028227680624867163
2020-12-18,33665217,0.0,0.0,0.0,1.0,0.0,24614854,2020-05-25,51296611.0,26259941709.0,517.0,517.0,505.0,516.0,4.0,50929.0,14.48904007734592,13.274217904083534,1.2148221732623856,39.359337219011216,37.01027735089907,20.20610009507786,79.77528089887635,86.69416852123253,66.57930781325136,3.6821218666800597,1023.0,36.0,6482595.0,2371.0,24141.0,25525.0,0.0,623.0,55.0,6482595.0,0.0,18.0,696.0,6131674369.0,19798706089.0,23.64,76.35,25930380458.0,0.0,275883.0,244547.0,31155.0,11018.0,5366.0,5449.0,2608.0,1618.0,3126.0,1694.0,1124.0,478.0,285.0,186.0,-0.0,0.16,1.78,0.87,0.52,0.36,0.51,0.35,0.28,0.84,0.9,1.2,0.89,0.75,0.64,-5000.0,43161312.0,461824204.0,227878867.0,135695736.0,95081844.0,134009491.0,90791101.0,73060180.0,218498814.0,234422395.0,312304182.0,233053712.0,195873807.0,166136699.0,0.025516595381823524
